LRK nummer,datum_inspectie,type onderzoek,kleur vestiging,actuele_naam_oko,aantal_kindplaatsen,vve,inschrijfdatum,opvanglocatie_adres,opvanglocatie_postcode,opvanglocatie_woonplaats,longitude,latitude,naam_houder,kvk_nummer_houder,rechtsvorm_houder,houder_adres,houder_postcode,houder_woonplaats,houder_buitenland,correspondentie_adres,correspondentie_postcode,correspondentie_woonplaats,correspondentie_buitenland,contact_persoon,contact_telefoon,contact_emailadres,contact_website,kvkvestiging,houder.href,houder.text,houdervanaf,url
513696507,01/28/2014,Jaarlijks inspectiebezoek,geel,Partou KDV Strawinskylaan 45 ,54,Nee,01/01/2010,Strawinskylaan 45 ,1077XW,Amsterdam,4.8756981,52.3405016,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,20147139,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31671
513696507,01/14/2015,Jaarlijks inspectiebezoek,geel,Partou KDV Strawinskylaan 45 ,54,Nee,01/01/2010,Strawinskylaan 45 ,1077XW,Amsterdam,4.8756981,52.3405016,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,20147139,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31671
164034067,12/13/2012,Jaarlijks inspectiebezoek,geel,De Kleine Wereld Willemsparkweg,26,Nee,01/01/2010,Willemsparkweg 52 H,1071HJ,Amsterdam,4.8757053,52.3574968,De Kleine Wereld Ceintuurbaan Amsterdam B.V.,34192330,BV,Jan Luijkenstraat 6 ,1071CM,AMSTERDAM,,Willemsparkweg 52 H,1071HJ,Amsterdam,,,020-6706032',,,20129483,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8479&currentPage=0,De Kleine Wereld Ceintuurbaan Amsterdam B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31439
164034067,12/12/2013,Jaarlijks inspectiebezoek,groen,De Kleine Wereld Willemsparkweg,26,Nee,01/01/2010,Willemsparkweg 52 H,1071HJ,Amsterdam,4.8757053,52.3574968,De Kleine Wereld Ceintuurbaan Amsterdam B.V.,34192330,BV,Jan Luijkenstraat 6 ,1071CM,AMSTERDAM,,Willemsparkweg 52 H,1071HJ,Amsterdam,,,020-6706032',,,20129483,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8479&currentPage=0,De Kleine Wereld Ceintuurbaan Amsterdam B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31439
164034067,07/23/2014,Jaarlijks inspectiebezoek,groen,De Kleine Wereld Willemsparkweg,26,Nee,01/01/2010,Willemsparkweg 52 H,1071HJ,Amsterdam,4.8757053,52.3574968,De Kleine Wereld Ceintuurbaan Amsterdam B.V.,34192330,BV,Jan Luijkenstraat 6 ,1071CM,AMSTERDAM,,Willemsparkweg 52 H,1071HJ,Amsterdam,,,020-6706032',,,20129483,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8479&currentPage=0,De Kleine Wereld Ceintuurbaan Amsterdam B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31439
111277620,02/29/2012,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf Slot Meesenstijn,12,Nee,01/01/2010,Bosboom Toussaintstraat 20 H,1054AR,Amsterdam,4.8764797,52.3656742,Kidsplanet Bosboom Toussaint B.V.,52720748,BV,Bosboom Toussaintstraat 45 ,1054AN,AMSTERDAM,,Bosboom Toussaintstraat 20 H,1054AR,Amsterdam,,,020-6896056',,,22637877,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9384&currentPage=0,Kidsplanet Bosboom Toussaint B.V.,07/01/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30845
111277620,02/08/2013,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf Slot Meesenstijn,12,Nee,01/01/2010,Bosboom Toussaintstraat 20 H,1054AR,Amsterdam,4.8764797,52.3656742,Kidsplanet Bosboom Toussaint B.V.,52720748,BV,Bosboom Toussaintstraat 45 ,1054AN,AMSTERDAM,,Bosboom Toussaintstraat 20 H,1054AR,Amsterdam,,,020-6896056',,,22637877,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9384&currentPage=0,Kidsplanet Bosboom Toussaint B.V.,07/01/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30845
111277620,01/09/2014,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf Slot Meesenstijn,12,Nee,01/01/2010,Bosboom Toussaintstraat 20 H,1054AR,Amsterdam,4.8764797,52.3656742,Kidsplanet Bosboom Toussaint B.V.,52720748,BV,Bosboom Toussaintstraat 45 ,1054AN,AMSTERDAM,,Bosboom Toussaintstraat 20 H,1054AR,Amsterdam,,,020-6896056',,,22637877,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9384&currentPage=0,Kidsplanet Bosboom Toussaint B.V.,07/01/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30845
970267368,09/17/2013,Jaarlijks inspectiebezoek,groen,Kindergarden Vondelstraat,72,Nee,01/01/2010,Vondelstraat 37 2,1054GJ,Amsterdam,4.8765211,52.3618682,Kindergarden Nederland B.V,33303797,BV,Herengracht 244 ,1016BT,AMSTERDAM,,Herengracht 244 ,1016BT,AMSTERDAM,,Heleen de Haan,020 4235422',info@kindergarden.nl,http://www.kindergarden.nl,15053814,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=2127&currentPage=0,Kindergarden Nederland B.V,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30826
970267368,07/16/2014,Jaarlijks inspectiebezoek,groen,Kindergarden Vondelstraat,72,Nee,01/01/2010,Vondelstraat 37 2,1054GJ,Amsterdam,4.8765211,52.3618682,Kindergarden Nederland B.V,33303797,BV,Herengracht 244 ,1016BT,AMSTERDAM,,Herengracht 244 ,1016BT,AMSTERDAM,,Heleen de Haan,020 4235422',info@kindergarden.nl,http://www.kindergarden.nl,15053814,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=2127&currentPage=0,Kindergarden Nederland B.V,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30826
970267368,02/24/2015,Jaarlijks inspectiebezoek,groen,Kindergarden Vondelstraat,72,Nee,01/01/2010,Vondelstraat 37 2,1054GJ,Amsterdam,4.8765211,52.3618682,Kindergarden Nederland B.V,33303797,BV,Herengracht 244 ,1016BT,AMSTERDAM,,Herengracht 244 ,1016BT,AMSTERDAM,,Heleen de Haan,020 4235422',info@kindergarden.nl,http://www.kindergarden.nl,15053814,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=2127&currentPage=0,Kindergarden Nederland B.V,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30826
613501676,10/31/2013,Jaarlijks inspectiebezoek,geel,Partou KDV Van Nijenrodeweg 433,46,Ja,01/01/2010,Van Nijenrodeweg 433 ,1082HJ,Amsterdam,4.8765957,52.3273195,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589964,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/22/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=33763
613501676,01/31/2013,Jaarlijks inspectiebezoek,groen,Partou KDV Van Nijenrodeweg 433,46,Ja,01/01/2010,Van Nijenrodeweg 433 ,1082HJ,Amsterdam,4.8765957,52.3273195,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589964,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/22/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=33763
613501676,05/14/2014,Jaarlijks inspectiebezoek,oranje,Partou KDV Van Nijenrodeweg 433,46,Ja,01/01/2010,Van Nijenrodeweg 433 ,1082HJ,Amsterdam,4.8765957,52.3273195,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589964,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/22/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=33763
613501676,03/23/2015,Jaarlijks inspectiebezoek,geel,Partou KDV Van Nijenrodeweg 433,46,Ja,01/01/2010,Van Nijenrodeweg 433 ,1082HJ,Amsterdam,4.8765957,52.3273195,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589964,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/22/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=33763
178743410,11/08/2012,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf Willem Sparkje B.V.,32,Nee,01/01/2010,Willemsparkweg 35 H,1071GP,Amsterdam,4.8767327,52.3575276,Kinderdagverblijf Willem Sparkje B.V.,33270244,BV,Willemsparkweg 35 ,1071GP,AMSTERDAM,,Willemsparkweg 35 H,1071GP,Amsterdam,,,020-6642125',info@willemsparkje.nl,http://www.willemsparkje.nl,16603265,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3853&currentPage=0,Kinderdagverblijf Willem Sparkje B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30816
178743410,12/16/2013,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf Willem Sparkje B.V.,32,Nee,01/01/2010,Willemsparkweg 35 H,1071GP,Amsterdam,4.8767327,52.3575276,Kinderdagverblijf Willem Sparkje B.V.,33270244,BV,Willemsparkweg 35 ,1071GP,AMSTERDAM,,Willemsparkweg 35 H,1071GP,Amsterdam,,,020-6642125',info@willemsparkje.nl,http://www.willemsparkje.nl,16603265,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3853&currentPage=0,Kinderdagverblijf Willem Sparkje B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30816
178743410,08/04/2014,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf Willem Sparkje B.V.,32,Nee,01/01/2010,Willemsparkweg 35 H,1071GP,Amsterdam,4.8767327,52.3575276,Kinderdagverblijf Willem Sparkje B.V.,33270244,BV,Willemsparkweg 35 ,1071GP,AMSTERDAM,,Willemsparkweg 35 H,1071GP,Amsterdam,,,020-6642125',info@willemsparkje.nl,http://www.willemsparkje.nl,16603265,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3853&currentPage=0,Kinderdagverblijf Willem Sparkje B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30816
190618231,02/11/2014,Jaarlijks inspectiebezoek,groen,Partou KDV Jacob Catskade 33,41,Nee,10/18/2010,Jacob Catskade 33 ,1052BT,Amsterdam,4.8774496,52.38104,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,21508860,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/17/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=67117
190618231,02/17/2015,Jaarlijks inspectiebezoek,groen,Partou KDV Jacob Catskade 33,41,Nee,10/18/2010,Jacob Catskade 33 ,1052BT,Amsterdam,4.8774496,52.38104,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,21508860,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/17/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=67117
154407690,11/12/2012,Jaarlijks inspectiebezoek,geel,Partou KDV Arent Janszoon Ernststr 134,46,Ja,01/01/2010,Arent Janszoon Ernststraat 134 ,1082LP,Amsterdam,4.8778542,52.3326996,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589905,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/09/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31931
154407690,10/29/2013,Jaarlijks inspectiebezoek,geel,Partou KDV Arent Janszoon Ernststr 134,46,Ja,01/01/2010,Arent Janszoon Ernststraat 134 ,1082LP,Amsterdam,4.8778542,52.3326996,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589905,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/09/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31931
154407690,09/23/2014,Jaarlijks inspectiebezoek,geel,Partou KDV Arent Janszoon Ernststr 134,46,Ja,01/01/2010,Arent Janszoon Ernststraat 134 ,1082LP,Amsterdam,4.8778542,52.3326996,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589905,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/09/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31931
282599447,06/05/2014,Jaarlijks inspectiebezoek,geel,Kindercentrum IKKE & ZO B.V.,53,Nee,09/25/2013,De Wittenkade 75 ,1052AE,Amsterdam,4.8780351,52.3834542,Kindercentrum IKKE & ZO B.V.,58423745,BV,De Wittenkade 75 ,1052AE,AMSTERDAM,,De Wittenkade 75 ,1052AE,AMSTERDAM,,Mevrouw A.M. Bakker,06 12597977',a.bakker@ikkezo.nl,,27764427,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=12539&currentPage=0,Kindercentrum IKKE & ZO B.V.,07/30/2013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=107829
282599447,02/26/2015,Jaarlijks inspectiebezoek,geel,Kindercentrum IKKE & ZO B.V.,53,Nee,09/25/2013,De Wittenkade 75 ,1052AE,Amsterdam,4.8780351,52.3834542,Kindercentrum IKKE & ZO B.V.,58423745,BV,De Wittenkade 75 ,1052AE,AMSTERDAM,,De Wittenkade 75 ,1052AE,AMSTERDAM,,Mevrouw A.M. Bakker,06 12597977',a.bakker@ikkezo.nl,,27764427,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=12539&currentPage=0,Kindercentrum IKKE & ZO B.V.,07/30/2013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=107829
159343501,03/09/2012,Jaarlijks inspectiebezoek,oranje,IJsterk Prinses Irene,70,Nee,01/01/2010,Nassaukade 62a ,1052CP,Amsterdam,4.8785992,52.3803738,IJsterk Kinderopvang B.V.,34276067,BV,Postbus 14878,1001LJ,AMSTERDAM,,Nassaukade 62a ,1052CP,AMSTERDAM,,,020-6849158',kdv.irene@ijsterk.nl,http://www.kinderopvang.ijsterk.nl,20988664,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3846&currentPage=0,IJsterk Kinderopvang B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30921
159343501,07/22/2013,Jaarlijks inspectiebezoek,geel,IJsterk Prinses Irene,70,Nee,01/01/2010,Nassaukade 62a ,1052CP,Amsterdam,4.8785992,52.3803738,IJsterk Kinderopvang B.V.,34276067,BV,Postbus 14878,1001LJ,AMSTERDAM,,Nassaukade 62a ,1052CP,AMSTERDAM,,,020-6849158',kdv.irene@ijsterk.nl,http://www.kinderopvang.ijsterk.nl,20988664,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3846&currentPage=0,IJsterk Kinderopvang B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30921
159343501,06/06/2014,Jaarlijks inspectiebezoek,geel,IJsterk Prinses Irene,70,Nee,01/01/2010,Nassaukade 62a ,1052CP,Amsterdam,4.8785992,52.3803738,IJsterk Kinderopvang B.V.,34276067,BV,Postbus 14878,1001LJ,AMSTERDAM,,Nassaukade 62a ,1052CP,AMSTERDAM,,,020-6849158',kdv.irene@ijsterk.nl,http://www.kinderopvang.ijsterk.nl,20988664,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3846&currentPage=0,IJsterk Kinderopvang B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30921
315142303,12/17/2012,Jaarlijks inspectiebezoek,oranje,IJsterk De Platanen,48,Nee,01/01/2010,Elandsstraat 154A ,1016SJ,Amsterdam,4.8790842,52.370094,IJsterk Kinderopvang B.V.,34276067,BV,Postbus 14878,1001LJ,AMSTERDAM,,Elandsstraat 154A ,1016SJ,AMSTERDAM,,,020-6221794',kdv.platanen@ijsterk.nl,http://www.kinderopvang.ijsterk.nl,20988265,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3846&currentPage=0,IJsterk Kinderopvang B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30891
315142303,01/10/2012,Jaarlijks inspectiebezoek,oranje,IJsterk De Platanen,48,Nee,01/01/2010,Elandsstraat 154A ,1016SJ,Amsterdam,4.8790842,52.370094,IJsterk Kinderopvang B.V.,34276067,BV,Postbus 14878,1001LJ,AMSTERDAM,,Elandsstraat 154A ,1016SJ,AMSTERDAM,,,020-6221794',kdv.platanen@ijsterk.nl,http://www.kinderopvang.ijsterk.nl,20988265,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3846&currentPage=0,IJsterk Kinderopvang B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30891
315142303,12/23/2013,Jaarlijks inspectiebezoek,geel,IJsterk De Platanen,48,Nee,01/01/2010,Elandsstraat 154A ,1016SJ,Amsterdam,4.8790842,52.370094,IJsterk Kinderopvang B.V.,34276067,BV,Postbus 14878,1001LJ,AMSTERDAM,,Elandsstraat 154A ,1016SJ,AMSTERDAM,,,020-6221794',kdv.platanen@ijsterk.nl,http://www.kinderopvang.ijsterk.nl,20988265,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3846&currentPage=0,IJsterk Kinderopvang B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30891
315142303,12/19/2014,Jaarlijks inspectiebezoek,groen,IJsterk De Platanen,48,Nee,01/01/2010,Elandsstraat 154A ,1016SJ,Amsterdam,4.8790842,52.370094,IJsterk Kinderopvang B.V.,34276067,BV,Postbus 14878,1001LJ,AMSTERDAM,,Elandsstraat 154A ,1016SJ,AMSTERDAM,,,020-6221794',kdv.platanen@ijsterk.nl,http://www.kinderopvang.ijsterk.nl,20988265,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3846&currentPage=0,IJsterk Kinderopvang B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30891
212809192,03/08/2013,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf De Liefste,65,Nee,09/01/2010,Richard Wagnerstraat 32 ,1077VW,Amsterdam,4.8791658,52.3462948,Samson,34192162,Eenmanszaak,,,,,Richard Wagnerstraat 32 ,1077VW,AMSTERDAM,,,06-15446577',info@deliefste.nl,http://www.deliefste.nl,13505653,,,07/16/2010,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32431
212809192,03/25/2014,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf De Liefste,65,Nee,09/01/2010,Richard Wagnerstraat 32 ,1077VW,Amsterdam,4.8791658,52.3462948,Samson,34192162,Eenmanszaak,,,,,Richard Wagnerstraat 32 ,1077VW,AMSTERDAM,,,06-15446577',info@deliefste.nl,http://www.deliefste.nl,13505653,,,07/16/2010,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32431
212809192,02/13/2015,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf De Liefste,65,Nee,09/01/2010,Richard Wagnerstraat 32 ,1077VW,Amsterdam,4.8791658,52.3462948,Samson,34192162,Eenmanszaak,,,,,Richard Wagnerstraat 32 ,1077VW,AMSTERDAM,,,06-15446577',info@deliefste.nl,http://www.deliefste.nl,13505653,,,07/16/2010,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32431
224832499,04/12/2012,Jaarlijks inspectiebezoek,groen,Stichting Kinderdagverblijf Schreuder,13,Ja,01/01/2010,Van de Veldestraat 10 ,1071CW,Amsterdam,4.8799015,52.3589707,Stichting Kinderdagverblijf Schreuder,41206646,Stichting,Van de Veldestraat 10 ,1071CW,AMSTERDAM,,Van de Veldestraat 10 ,1071CW,AMSTERDAM,,,020-6792060',,http://www.instituutschreuder.nl/kinderopvang,26899892,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3946&currentPage=0,Stichting Kinderdagverblijf Schreuder,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32337
224832499,04/12/2012,Jaarlijks inspectiebezoek,grijs,Stichting Kinderdagverblijf Schreuder,13,Ja,01/01/2010,Van de Veldestraat 10 ,1071CW,Amsterdam,4.8799015,52.3589707,Stichting Kinderdagverblijf Schreuder,41206646,Stichting,Van de Veldestraat 10 ,1071CW,AMSTERDAM,,Van de Veldestraat 10 ,1071CW,AMSTERDAM,,,020-6792060',,http://www.instituutschreuder.nl/kinderopvang,26899892,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3946&currentPage=0,Stichting Kinderdagverblijf Schreuder,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32337
224832499,01/31/2013,Jaarlijks inspectiebezoek,groen,Stichting Kinderdagverblijf Schreuder,13,Ja,01/01/2010,Van de Veldestraat 10 ,1071CW,Amsterdam,4.8799015,52.3589707,Stichting Kinderdagverblijf Schreuder,41206646,Stichting,Van de Veldestraat 10 ,1071CW,AMSTERDAM,,Van de Veldestraat 10 ,1071CW,AMSTERDAM,,,020-6792060',,http://www.instituutschreuder.nl/kinderopvang,26899892,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3946&currentPage=0,Stichting Kinderdagverblijf Schreuder,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32337
224832499,02/06/2014,Jaarlijks inspectiebezoek,groen,Stichting Kinderdagverblijf Schreuder,13,Ja,01/01/2010,Van de Veldestraat 10 ,1071CW,Amsterdam,4.8799015,52.3589707,Stichting Kinderdagverblijf Schreuder,41206646,Stichting,Van de Veldestraat 10 ,1071CW,AMSTERDAM,,Van de Veldestraat 10 ,1071CW,AMSTERDAM,,,020-6792060',,http://www.instituutschreuder.nl/kinderopvang,26899892,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3946&currentPage=0,Stichting Kinderdagverblijf Schreuder,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32337
