LRK nummer,jaar,kleur vestiging,actuele_naam_oko,aantal_kindplaatsen,vve,inschrijfdatum,opvanglocatie_adres,opvanglocatie_postcode,opvanglocatie_woonplaats,longitude,latitude,naam_houder,kvk_nummer_houder,rechtsvorm_houder,houder_adres,houder_postcode,houder_woonplaats,correspondentie_adres,correspondentie_postcode,correspondentie_woonplaats,contact_persoon,contact_telefoon,contact_emailadres,contact_website,houder.href,houder.text,houdervanaf,url
122810776,2014,groen,Kindercentrum De Kleine Houtrakkers,16,Nee,03/01/2011,Kleine Houtweg 15 ,2012CA,HAARLEM,4.6349276,52.3751771,Cakirer-Demirer,51214687,Eenmanszaak,,,,Kleine Houtweg 15A ,2012CA,HAARLEM,S. Cakirer-Demirer,023 5424664',selma-demirer@hotmail.com,,,Mevrouw Selma Cakirer-Demirer,03/01/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=75999
122810776,2015,groen,Kindercentrum De Kleine Houtrakkers,16,Nee,03/01/2011,Kleine Houtweg 15 ,2012CA,HAARLEM,4.6349276,52.3751771,Cakirer-Demirer,51214687,Eenmanszaak,,,,Kleine Houtweg 15A ,2012CA,HAARLEM,S. Cakirer-Demirer,023 5424664',selma-demirer@hotmail.com,,,Mevrouw Selma Cakirer-Demirer,03/01/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=75999
168289957,2014,geel,Kindercentrum Wereldkids,28,Nee,05/01/2012,Wagenweg 92 94,2012NH,HAARLEM,4.6243049,52.3716963,WereldKids Amsterdam B.V.,34203123,BV,Kwakersstraat 22 H,1053WD,Amsterdam,Kwakersstraat 22 bg,1053WD,AMSTERDAM,M. Deen,020-4892327',info@wereldkidshaarlem.nl,http://www.wereldkidshaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3938&currentPage=0,WereldKids Amsterdam B.V.,07/11/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=80321
168289957,2015,geel,Kindercentrum Wereldkids,28,Nee,05/01/2012,Wagenweg 92 94,2012NH,HAARLEM,4.6243049,52.3716963,WereldKids Amsterdam B.V.,34203123,BV,Kwakersstraat 22 H,1053WD,Amsterdam,Kwakersstraat 22 bg,1053WD,AMSTERDAM,M. Deen,020-4892327',info@wereldkidshaarlem.nl,http://www.wereldkidshaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3938&currentPage=0,WereldKids Amsterdam B.V.,07/11/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=80321
221386294,2014,geel,Kinderdagverblijf Het Vosje,80,Nee,10/08/2007,Linschotenstraat 21 ,2012VD,HAARLEM,4.6388019,52.3753753,Baby- en Peuterdagverblijf 't Vosje Linschotenstraat B.V.,34283804,BV,Linschotenstraat 21 ,2012VD,HAARLEM,Linschotenstraat 21 ,2012VD,HAARLEM,J. Kuipers,023-5314299',info@tvosje.nu,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3428&currentPage=0,Baby- en Peuterdagverblijf 't Vosje Linschotenstraat B.V.,10/08/2007,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=68969
221386294,2015,geel,Kinderdagverblijf Het Vosje,80,Nee,10/08/2007,Linschotenstraat 21 ,2012VD,HAARLEM,4.6388019,52.3753753,Baby- en Peuterdagverblijf 't Vosje Linschotenstraat B.V.,34283804,BV,Linschotenstraat 21 ,2012VD,HAARLEM,Linschotenstraat 21 ,2012VD,HAARLEM,J. Kuipers,023-5314299',info@tvosje.nu,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3428&currentPage=0,Baby- en Peuterdagverblijf 't Vosje Linschotenstraat B.V.,10/08/2007,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=68969
820205497,2014,groen,Kindergarden Kennemerplein,48,Nee,05/21/2012,Kennemerplein 3 ,2011MH,HAARLEM,4.6384636,52.3890024,Kindergarden Nederland B.V,33303797,BV,Herengracht 244 ,1016BT,AMSTERDAM,Herengracht 244 ,1016BT,AMSTERDAM,Mw. H. de Haan,020-4235422',info@kindergarden.nl,http://www.kindergarden.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=2127&currentPage=0,Kindergarden Nederland B.V,03/18/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88377
820205497,2015,groen,Kindergarden Kennemerplein,48,Nee,05/21/2012,Kennemerplein 3 ,2011MH,HAARLEM,4.6384636,52.3890024,Kindergarden Nederland B.V,33303797,BV,Herengracht 244 ,1016BT,AMSTERDAM,Herengracht 244 ,1016BT,AMSTERDAM,Mw. H. de Haan,020-4235422',info@kindergarden.nl,http://www.kindergarden.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=2127&currentPage=0,Kindergarden Nederland B.V,03/18/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88377
162012767,2014,groen,Kinderopvang 't Zonnehoekje B.V.,32,Nee,01/12/2012,Schoterweg 94 ,2021HR,HAARLEM,4.6405326,52.3932879,Kinderopvang 't Zonnehoekje B.V.,34225103,BV,Baden Powellweg 70 ,1069LK,AMSTERDAM,Evertsweertplantsoen 3C ,1069RK,AMSTERDAM,M. Polat,06 28596239',info@zonnehoekje.com,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3956&currentPage=0,Kinderopvang 't Zonnehoekje B.V.,09/14/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=82237
162012767,2015,groen,Kinderopvang 't Zonnehoekje B.V.,32,Nee,01/12/2012,Schoterweg 94 ,2021HR,HAARLEM,4.6405326,52.3932879,Kinderopvang 't Zonnehoekje B.V.,34225103,BV,Baden Powellweg 70 ,1069LK,AMSTERDAM,Evertsweertplantsoen 3C ,1069RK,AMSTERDAM,M. Polat,06 28596239',info@zonnehoekje.com,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3956&currentPage=0,Kinderopvang 't Zonnehoekje B.V.,09/14/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=82237
124667065,2015,geel,Kinderopvang aan Zee,46,Nee,01/01/2010,Houtmanpad 22 ,2015EW,HAARLEM,4.6107961,52.3849765,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,Houtmanpad 22 ,2015EW,HAARLEM,Afdeling Huisvesting,074-2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,08/08/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23564
489410376,2014,groen,Kinderopvang de Wonderberk B.V.,80,Nee,07/04/2012,Rijksstraatweg 26 ,2022DA,HAARLEM,4.6451488,52.4006383,Kinderopvang de Wonderberk B.V.,54098084,BV,Rijksstraatweg 26 ,2022DA,HAARLEM,Rijksstraatweg 26 ,2022DA,HAARLEM,M. Bijkersma,023-8200955',info@wonderberk.nl,http://www.wonderberk.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9644&currentPage=0,Kinderopvang de Wonderberk B.V.,02/27/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88435
489410376,2015,groen,Kinderopvang de Wonderberk B.V.,80,Nee,07/04/2012,Rijksstraatweg 26 ,2022DA,HAARLEM,4.6451488,52.4006383,Kinderopvang de Wonderberk B.V.,54098084,BV,Rijksstraatweg 26 ,2022DA,HAARLEM,Rijksstraatweg 26 ,2022DA,HAARLEM,M. Bijkersma,023-8200955',info@wonderberk.nl,http://www.wonderberk.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9644&currentPage=0,Kinderopvang de Wonderberk B.V.,02/27/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88435
201602532,2015,geel,Kinderopvang Schuylenburght,28,Nee,01/01/2010,Hedastraat 3 ,2023EW,HAARLEM,4.6310093,52.3954727,Smidt,34166670,Eenmanszaak,,,,Camplaan 40 ,2101GX,HEEMSTEDE,N. de Smidt,023-5266886',info@schuylenburght.nl,http://www.schuylenburght.nl,,Mevrouw Nancy de Smidt,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23675
201602532,2014,groen,Kinderopvang Schuylenburght,28,Nee,01/01/2010,Hedastraat 3 ,2023EW,HAARLEM,4.6310093,52.3954727,Smidt,34166670,Eenmanszaak,,,,Camplaan 40 ,2101GX,HEEMSTEDE,N. de Smidt,023-5266886',info@schuylenburght.nl,http://www.schuylenburght.nl,,Mevrouw Nancy de Smidt,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23675
201602532,2015,groen,Kinderopvang Schuylenburght,28,Nee,01/01/2010,Hedastraat 3 ,2023EW,HAARLEM,4.6310093,52.3954727,Smidt,34166670,Eenmanszaak,,,,Camplaan 40 ,2101GX,HEEMSTEDE,N. de Smidt,023-5266886',info@schuylenburght.nl,http://www.schuylenburght.nl,,Mevrouw Nancy de Smidt,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23675
201602532,2015,oranje,Kinderopvang Schuylenburght,28,Nee,01/01/2010,Hedastraat 3 ,2023EW,HAARLEM,4.6310093,52.3954727,Smidt,34166670,Eenmanszaak,,,,Camplaan 40 ,2101GX,HEEMSTEDE,N. de Smidt,023-5266886',info@schuylenburght.nl,http://www.schuylenburght.nl,,Mevrouw Nancy de Smidt,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23675
127069719,2015,geel,Kleef & Co,62,Nee,01/01/2010,t Hoenstraat 7 ,2023KW,HAARLEM,4.6282653,52.3987534,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,t Hoenstraat 7 ,2023KW,HAARLEM,,,Kleefenco@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,03/06/2008,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23490
127069719,2014,groen,Kleef & Co,62,Nee,01/01/2010,t Hoenstraat 7 ,2023KW,HAARLEM,4.6282653,52.3987534,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,t Hoenstraat 7 ,2023KW,HAARLEM,,,Kleefenco@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,03/06/2008,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23490
171494040,2013,geel,Les Petits Regentesselaan,56,Nee,01/01/2010,Regentesselaan 40 ,2015BZ,HAARLEM,4.6189873,52.3879797,Les Petits Kinderdagverblijven BV,41225223,BV,Donkerelaan 68 ,2061JP,Bloemendaal,Julianalaan 2A ,2051JR,OVERVEEN,,023-5318274',,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=2786&currentPage=0,Les Petits Kinderdagverblijven BV,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23520
171494040,2014,groen,Les Petits Regentesselaan,56,Nee,01/01/2010,Regentesselaan 40 ,2015BZ,HAARLEM,4.6189873,52.3879797,Les Petits Kinderdagverblijven BV,41225223,BV,Donkerelaan 68 ,2061JP,Bloemendaal,Julianalaan 2A ,2051JR,OVERVEEN,,023-5318274',,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=2786&currentPage=0,Les Petits Kinderdagverblijven BV,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23520
171494040,2015,groen,Les Petits Regentesselaan,56,Nee,01/01/2010,Regentesselaan 40 ,2015BZ,HAARLEM,4.6189873,52.3879797,Les Petits Kinderdagverblijven BV,41225223,BV,Donkerelaan 68 ,2061JP,Bloemendaal,Julianalaan 2A ,2051JR,OVERVEEN,,023-5318274',,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=2786&currentPage=0,Les Petits Kinderdagverblijven BV,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23520
189443406,2013,geel,Meander,60,Nee,01/01/2010,Timorstraat 38 ,2022RG,HAARLEM,4.6463073,52.4004036,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Timorstraat 38 ,2022RG,HAARLEM,,023-5262283',meander@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23502
189443406,2014,geel,Meander,60,Nee,01/01/2010,Timorstraat 38 ,2022RG,HAARLEM,4.6463073,52.4004036,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Timorstraat 38 ,2022RG,HAARLEM,,023-5262283',meander@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23502
189443406,2015,groen,Meander,60,Nee,01/01/2010,Timorstraat 38 ,2022RG,HAARLEM,4.6463073,52.4004036,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Timorstraat 38 ,2022RG,HAARLEM,,023-5262283',meander@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23502
102803778,2013,geel,Neuzen-Neuzen,96,Nee,01/01/2010,A. Hofmanweg 5A ,2031BH,HAARLEM,4.6673301,52.391039,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,A. Hofmanweg 5A ,2031BH,HAARLEM,,023-5516238',,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,08/08/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23491
102803778,2015,geel,Neuzen-Neuzen,96,Nee,01/01/2010,A. Hofmanweg 5A ,2031BH,HAARLEM,4.6673301,52.391039,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,A. Hofmanweg 5A ,2031BH,HAARLEM,,023-5516238',,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,08/08/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23491
102803778,2014,groen,Neuzen-Neuzen,96,Nee,01/01/2010,A. Hofmanweg 5A ,2031BH,HAARLEM,4.6673301,52.391039,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,A. Hofmanweg 5A ,2031BH,HAARLEM,,023-5516238',,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,08/08/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23491
364191302,2013,geel,Partou KDV Alexander Flemingstraat 24,40,Nee,01/01/2010,Alexander Flemingstraat 24 ,2035ED,HAARLEM,4.6590323,52.3628028,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,Secretariaat,088-2357550',info@partou.nl,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,06/24/2008,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23628
481841179,2014,groen,Pepijn,48,Nee,01/01/2010,Van Wickevoort Crommelinstraat 26 ,2024EM,HAARLEM,4.6475099,52.4068548,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Van Wickevoort Crommelinstraat 26 ,2024EM,HAARLEM,,023-5356967',pepijn@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23504
481841179,2015,groen,Pepijn,48,Nee,01/01/2010,Van Wickevoort Crommelinstraat 26 ,2024EM,HAARLEM,4.6475099,52.4068548,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Van Wickevoort Crommelinstraat 26 ,2024EM,HAARLEM,,023-5356967',pepijn@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23504
134670449,2014,groen,Pimpernel,37,Nee,01/01/2010,Tempeliersstraat 12 ,2012ED,HAARLEM,4.6260796,52.3757914,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Tempeliersstraat 12 ,2012ED,HAARLEM,,023-5323185',pipoka@kinderopvanhaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,07/07/2008,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23522
134670449,2015,groen,Pimpernel,37,Nee,01/01/2010,Tempeliersstraat 12 ,2012ED,HAARLEM,4.6260796,52.3757914,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Tempeliersstraat 12 ,2012ED,HAARLEM,,023-5323185',pipoka@kinderopvanhaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,07/07/2008,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23522
208719799,2014,geel,Pipoka,56,Nee,01/01/2010,Tempeliersstraat 1 ,2012EA,HAARLEM,4.6252818,52.3760619,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Tempeliersstraat 1 ,2012EA,HAARLEM,,023-5320310',pipoka@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23525
208719799,2013,groen,Pipoka,56,Nee,01/01/2010,Tempeliersstraat 1 ,2012EA,HAARLEM,4.6252818,52.3760619,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Tempeliersstraat 1 ,2012EA,HAARLEM,,023-5320310',pipoka@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23525
208719799,2014,groen,Pipoka,56,Nee,01/01/2010,Tempeliersstraat 1 ,2012EA,HAARLEM,4.6252818,52.3760619,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Tempeliersstraat 1 ,2012EA,HAARLEM,,023-5320310',pipoka@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23525
208719799,2015,groen,Pipoka,56,Nee,01/01/2010,Tempeliersstraat 1 ,2012EA,HAARLEM,4.6252818,52.3760619,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Tempeliersstraat 1 ,2012EA,HAARLEM,,023-5320310',pipoka@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23525
560406563,2013,geel,Rozentuin,72,Nee,01/01/2010,Ramplaan 108a ,2015GZ,HAARLEM,4.6023357,52.3809661,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Ramplaan 108a ,2015GZ,HAARLEM,,023-5248631',rozentuin@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23507
560406563,2014,groen,Rozentuin,72,Nee,01/01/2010,Ramplaan 108a ,2015GZ,HAARLEM,4.6023357,52.3809661,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Ramplaan 108a ,2015GZ,HAARLEM,,023-5248631',rozentuin@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23507
560406563,2015,groen,Rozentuin,72,Nee,01/01/2010,Ramplaan 108a ,2015GZ,HAARLEM,4.6023357,52.3809661,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Ramplaan 108a ,2015GZ,HAARLEM,,023-5248631',rozentuin@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23507
220188452,2014,geel,t Lieveheersbeestje,47,Nee,01/01/2010,Jan Sluyterslaan 2 ,2033TM,HAARLEM,4.6632177,52.3773361,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Jan Sluyterslaan 2 ,2033TM,HAARLEM,,023-5355255',lhb@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23493
220188452,2015,groen,t Lieveheersbeestje,47,Nee,01/01/2010,Jan Sluyterslaan 2 ,2033TM,HAARLEM,4.6632177,52.3773361,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Jan Sluyterslaan 2 ,2033TM,HAARLEM,,023-5355255',lhb@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23493
